index,comment
10,well it's clear now why europeans can't differ niggers and shitskins from human
11,well it's clear now why europeans can't differ niggers and shitskins from human
12,well it's clear now why europeans can't differ niggers and shitskins from human
13,well it's clear now why europeans can't differ niggers and shitskins from human
14,well it's clear now why europeans can't differ niggers and shitskins from human
15,well it's clear now why europeans can't differ niggers and shitskins from human
16,well it's clear now why europeans can't differ niggers and shitskins from human
17,well it's clear now why europeans can't differ niggers and shitskins from human
18,well it's clear now why europeans can't differ niggers and shitskins from human
19,well it's clear now why europeans can't differ niggers and shitskins from human
20,well it's clear now why europeans can't differ niggers and shitskins from human
21,well it's clear now why europeans can't differ niggers and shitskins from human
22,well it's clear now why europeans can't differ niggers and shitskins from human
23,well it's clear now why europeans can't differ niggers and shitskins from human
24,well it's clear now why europeans can't differ niggers and shitskins from human
25,well it's clear now why europeans can't differ niggers and shitskins from human
26,well it's clear now why europeans can't differ niggers and shitskins from human
27,well it's clear now why europeans can't differ niggers and shitskins from human
28,well it's clear now why europeans can't differ niggers and shitskins from human
29,well it's clear now why europeans can't differ niggers and shitskins from human
0,"Well im glad that i live in Serbia, migrants and islamists are not welcome here!"
1,"Well im glad that i live in Serbia, migrants and islamists are not welcome here!"
2,"Well im glad that i live in Serbia, migrants and islamists are not welcome here!"
3,"Well im glad that i live in Serbia, migrants and islamists are not welcome here!"
4,"Well im glad that i live in Serbia, migrants and islamists are not welcome here!"
5,"Well im glad that i live in Serbia, migrants and islamists are not welcome here!"
6,"Well im glad that i live in Serbia, migrants and islamists are not welcome here!"
7,"Well im glad that i live in Serbia, migrants and islamists are not welcome here!"
8,"Well im glad that i live in Serbia, migrants and islamists are not welcome here!"
9,"Well im glad that i live in Serbia, migrants and islamists are not welcome here!"
10,"Well im glad that i live in Serbia, migrants and islamists are not welcome here!"
11,"Well im glad that i live in Serbia, migrants and islamists are not welcome here!"
12,"Well im glad that i live in Serbia, migrants and islamists are not welcome here!"
13,"Well im glad that i live in Serbia, migrants and islamists are not welcome here!"
14,"Well im glad that i live in Serbia, migrants and islamists are not welcome here!"
15,"Well im glad that i live in Serbia, migrants and islamists are not welcome here!"
16,"Well im glad that i live in Serbia, migrants and islamists are not welcome here!"
17,"Well im glad that i live in Serbia, migrants and islamists are not welcome here!"
18,"Well im glad that i live in Serbia, migrants and islamists are not welcome here!"
19,"Well im glad that i live in Serbia, migrants and islamists are not welcome here!"
20,"Well im glad that i live in Serbia, migrants and islamists are not welcome here!"
21,"Well im glad that i live in Serbia, migrants and islamists are not welcome here!"
22,"Well im glad that i live in Serbia, migrants and islamists are not welcome here!"
23,"Well im glad that i live in Serbia, migrants and islamists are not welcome here!"
24,"Well im glad that i live in Serbia, migrants and islamists are not welcome here!"
25,"Well im glad that i live in Serbia, migrants and islamists are not welcome here!"
26,"Well im glad that i live in Serbia, migrants and islamists are not welcome here!"
27,"Well im glad that i live in Serbia, migrants and islamists are not welcome here!"
28,"Well im glad that i live in Serbia, migrants and islamists are not welcome here!"
29,"Well im glad that i live in Serbia, migrants and islamists are not welcome here!"
0,"Well done Slovakia and god bless. DO NOT build mosques, or allow or recognise Islam. They will get the point that EUROPE don't want Muslims here."
